Subject,Condition,Order,Start,k,Trial,x,Response,Reversal,RT
S51,dual,1,cerca,1,4,80,0,0,0.59167992599987
S51,dual,1,cerca,1,5,100,0,0,0.910214333000113
S51,dual,1,cerca,1,6,120,0,0,0.916261032999955
S51,dual,1,cerca,1,7,140,1,1,0.84257203199968
S51,dual,1,cerca,1,8,120,0,2,0.898645942999792
S51,dual,1,cerca,1,9,140,0,0,0.744922293999934
S51,dual,1,cerca,1,10,150,1,3,0.955939305999891
S51,dual,1,cerca,1,11,140,0,4,0.928394906999984
S51,dual,1,cerca,1,12,150,1,5,1.07227029900014
S51,dual,1,cerca,1,13,140,0,6,0.848115770000277
S51,dual,1,cerca,1,14,150,0,0,0.761790646999998
S51,dual,1,cerca,1,15,160,1,7,1.02031706300022
S51,dual,1,cerca,1,16,150,1,0,1.19023689599999
S51,dual,1,cerca,1,17,140,0,8,0.99961858100005
S51,dual,1,cerca,1,18,150,1,9,0.87085729699993
S51,dual,1,cerca,1,19,140,0,10,0.902523287999884
S51,dual,1,cerca,1,20,150,0,0,1.26850239699979
S51,dual,1,cerca,1,21,160,0,0,0.943988254000033
S51,dual,1,cerca,1,22,170,1,11,1.28017734000014
S51,dual,1,cerca,1,23,160,0,12,1.13000488800026
S51,dual,1,cerca,2,1,220,1,0,0.673192414000368
S51,dual,1,cerca,2,2,200,1,0,0.673468543000126
S51,dual,1,cerca,2,3,180,1,0,0.642122300999745
S51,dual,1,cerca,2,4,160,1,0,0.728540477000024
S51,dual,1,cerca,2,5,140,1,0,0.845875381000042
S51,dual,1,cerca,2,6,120,0,1,0.816151906999949
S51,dual,1,cerca,2,7,140,1,2,0.713492987999871
S51,dual,1,cerca,2,8,120,0,3,0.812091203999898
S51,dual,1,cerca,2,9,130,0,0,0.7312150810003
S51,dual,1,cerca,2,10,140,0,0,0.806479620000118
S51,dual,1,cerca,2,11,150,1,4,0.945693992000088
S51,dual,1,cerca,2,12,140,0,5,0.909821057000045
S51,dual,1,cerca,2,13,150,0,0,0.777827241000068
S51,dual,1,cerca,2,14,160,0,0,0.781843047999701
S51,dual,1,cerca,2,15,170,1,6,0.998755020999852
S51,dual,1,cerca,2,16,160,1,0,0.873011093999594
S51,dual,1,cerca,2,17,150,1,0,1.08286372699968
S51,dual,1,cerca,2,18,140,0,7,1.07578857399994
S51,dual,1,cerca,2,19,150,1,8,0.973778882999795
S51,dual,1,cerca,2,20,140,0,9,0.687268686000152
S51,dual,1,cerca,2,21,150,1,10,0.810566397000002
S51,dual,1,cerca,2,22,140,0,11,0.96536254800003
S51,dual,1,cerca,2,23,150,0,0,0.918287365000197
S51,dual,1,cerca,2,24,160,0,0,0.788746307999645
S51,dual,1,cerca,2,25,170,0,0,0.844102038000074
S51,dual,1,cerca,2,26,180,1,12,0.935533016000136
S51,dual,2,lejos,1,1,220,1,0,0.74497643199993
S51,dual,2,lejos,1,2,200,1,0,0.768716990999565
S51,dual,2,lejos,1,3,180,1,0,0.747207103999244
S51,dual,2,lejos,1,4,160,0,1,1.02076502599994
S51,dual,2,lejos,1,5,180,1,2,0.923536691000663
S51,dual,2,lejos,1,6,160,1,0,0.865969374000088
S51,dual,2,lejos,1,7,150,1,0,0.6721161509995
S51,dual,2,lejos,1,8,140,0,3,0.892623331999857
S51,dual,2,lejos,1,9,150,1,4,0.705167219999566
S51,dual,2,lejos,1,10,140,1,0,0.994179231999624
S51,dual,2,lejos,1,11,130,1,0,0.918484227999215
S51,dual,2,lejos,1,12,120,0,5,0.759727444999953
S51,dual,2,lejos,1,13,130,0,0,0.763576273000581
S51,dual,2,lejos,1,14,140,0,0,0.795965444999638
S51,dual,2,lejos,1,15,150,1,6,0.771133754999937
S51,dual,2,lejos,1,16,140,1,0,0.889196235999407
S51,dual,2,lejos,1,17,130,0,7,0.711905747999481
S51,dual,2,lejos,1,18,140,0,0,1.096920856
S51,dual,2,lejos,1,19,150,0,0,0.725318119000804
S51,dual,2,lejos,1,20,160,1,8,4.85437640300006
S51,dual,2,lejos,1,21,150,1,0,0.829958047000218
S51,dual,2,lejos,1,22,140,0,9,0.916923286999918
S51,dual,2,lejos,1,23,150,1,10,0.942802210000082
S51,dual,2,lejos,1,24,140,1,0,1.18924272899949
S51,dual,2,lejos,1,25,130,0,11,0.617474270000457
S51,dual,2,lejos,1,26,140,0,0,0.725191152000662
S51,dual,2,lejos,1,27,150,1,12,1.0159006140002
S51,dual,2,lejos,2,1,20,0,0,0.677366457999597
S51,dual,2,lejos,2,2,40,0,0,0.571670334000373
S51,dual,2,lejos,2,3,60,0,0,0.535738667999794
S51,dual,2,lejos,2,4,80,0,0,0.578933093999694
S51,dual,2,lejos,2,5,100,0,0,0.808755854000083
S51,dual,2,lejos,2,6,120,1,1,0.84697374300049
S51,dual,2,lejos,2,7,100,0,2,0.809091780000017
S51,dual,2,lejos,2,8,120,0,0,1.04113286700067
S51,dual,2,lejos,2,9,130,1,3,1.01255546199991
S51,dual,2,lejos,2,10,120,1,0,0.977213856000162
S51,dual,2,lejos,2,11,110,0,4,0.620239860999391
S51,dual,2,lejos,2,12,120,0,0,0.632592951000333
S51,dual,2,lejos,2,13,130,0,0,0.739952027000072
S51,dual,2,lejos,2,14,140,0,0,0.59025268699952
S51,dual,2,lejos,2,15,150,1,5,0.715967224999986
S51,dual,2,lejos,2,16,140,0,6,0.882077085000674
S51,dual,2,lejos,2,17,150,1,7,0.870331842999803
S51,dual,2,lejos,2,18,140,0,8,0.727974287000507
S51,dual,2,lejos,2,19,150,0,0,0.865811100000428
S51,dual,2,lejos,2,20,160,1,9,1.36497832900022
S51,dual,2,lejos,2,21,150,1,0,0.66485141800058
S51,dual,2,lejos,2,22,140,0,10,0.661904341999616
S51,dual,2,lejos,2,23,150,1,11,0.711538545999247
S51,dual,2,lejos,2,24,140,0,12,0.6962608369995
S52,dual,1,lejos,1,1,220,1,0,0.753130039999633
S52,dual,1,lejos,1,2,200,1,0,0.43153426400022
S52,dual,1,lejos,1,3,180,1,0,0.539603140000509
S52,dual,1,lejos,1,4,160,1,0,0.629872338000496
S52,dual,1,lejos,1,5,140,1,0,0.649884478999411
S52,dual,1,lejos,1,6,120,1,0,0.769724404000044
S52,dual,1,lejos,1,7,100,0,1,1.04568266800015
S52,dual,1,lejos,1,8,120,1,2,1.09769417799998
S52,dual,1,lejos,1,9,100,0,3,0.716018391000034
S52,dual,1,lejos,1,10,110,0,0,1.34923390200038
S52,dual,1,lejos,1,11,120,0,0,1.5069048839996
S52,dual,1,lejos,1,12,130,1,4,1.23683662300027
S52,dual,1,lejos,1,13,120,0,5,1.06490400100029
S52,dual,1,lejos,1,14,130,1,6,0.863241728000503
S52,dual,1,lejos,1,15,120,1,0,1.26866801199958
S52,dual,1,lejos,1,16,110,0,7,1.64991244099929
S52,dual,1,lejos,1,17,120,0,0,1.43867983199925
S52,dual,1,lejos,1,18,130,1,8,1.62500261900004
S52,dual,1,lejos,1,19,120,0,9,0.543761507999989
S52,dual,1,lejos,1,20,130,0,0,1.0331521650005
S52,dual,1,lejos,1,21,140,1,10,0.753250984999795
S52,dual,1,lejos,1,22,130,0,11,0.676880146000258
S52,dual,1,lejos,1,23,140,1,12,0.673260323999784
S52,dual,1,lejos,2,1,20,0,0,0.44048113900044
S52,dual,1,lejos,2,2,40,0,0,0.516015604000131
S52,dual,1,lejos,2,3,60,0,0,0.672154113000033
S52,dual,1,lejos,2,4,80,0,0,0.433229874000062
S52,dual,1,lejos,2,5,100,0,0,1.50775042800069
S52,dual,1,lejos,2,6,120,1,1,1.21679020600004
S52,dual,1,lejos,2,7,100,0,2,0.842639507000058
S52,dual,1,lejos,2,8,120,0,0,1.20535173200005
S52,dual,1,lejos,2,9,130,1,3,0.813193228999808
S52,dual,1,lejos,2,10,120,0,4,0.982077779000065
S52,dual,1,lejos,2,11,130,1,5,0.731009257000551
S52,dual,1,lejos,2,12,120,0,6,1.4911920530003
S52,dual,1,lejos,2,13,130,1,7,0.664237880000655
S52,dual,1,lejos,2,14,120,0,8,1.07772375000059
S52,dual,1,lejos,2,15,130,1,9,0.868735899999592
S52,dual,1,lejos,2,16,120,0,10,1.24219828300011
S52,dual,1,lejos,2,17,130,1,11,0.818678780000482
S52,dual,1,lejos,2,18,120,0,12,0.927127282000583
S52,dual,2,cerca,1,1,20,0,0,0.601200047999555
S52,dual,2,cerca,1,2,40,0,0,0.419850201999907
S52,dual,2,cerca,1,3,60,0,0,0.633477856999889
S52,dual,2,cerca,1,4,80,0,0,0.596008789000734
S52,dual,2,cerca,1,5,100,0,0,0.820339041999432
S52,dual,2,cerca,1,6,120,0,0,1.28318592400046
S52,dual,2,cerca,1,7,140,1,1,0.540763132999928
S52,dual,2,cerca,1,8,120,0,2,0.906423994999386
S52,dual,2,cerca,1,9,140,1,3,1.45615981099945
S52,dual,2,cerca,1,10,130,1,0,0.855451680000442
S52,dual,2,cerca,1,11,120,1,0,1.84903235000002
S52,dual,2,cerca,1,12,110,0,4,1.36969912699988
S52,dual,2,cerca,1,13,120,1,5,1.47015438500057
S52,dual,2,cerca,1,14,110,1,0,1.517374346
S52,dual,2,cerca,1,15,100,0,6,0.715602635999858
S52,dual,2,cerca,1,16,110,0,0,1.42824186600046
S52,dual,2,cerca,1,17,120,0,0,0.76973119000013
S52,dual,2,cerca,1,18,130,0,0,1.11241912999958
S52,dual,2,cerca,1,19,140,1,7,0.685039524999411
S52,dual,2,cerca,1,20,130,1,0,0.485087971000212
S52,dual,2,cerca,1,21,120,1,0,1.13106030600011
S52,dual,2,cerca,1,22,110,0,8,0.690627965999738
S52,dual,2,cerca,1,23,120,0,0,1.45263067899941
S52,dual,2,cerca,1,24,130,1,9,0.685933845999898
S52,dual,2,cerca,1,25,120,0,10,1.32415576899984
S52,dual,2,cerca,1,26,130,1,11,0.782770805999462
S52,dual,2,cerca,1,27,120,0,12,1.15682452800047
S52,dual,2,cerca,2,1,220,1,0,1.11708297899986
S52,dual,2,cerca,2,2,200,1,0,0.632663504000448
S52,dual,2,cerca,2,3,180,1,0,0.668055017999905
S52,dual,2,cerca,2,4,160,1,0,0.498035730999618
S52,dual,2,cerca,2,5,140,1,0,0.547235320000254
S52,dual,2,cerca,2,6,120,0,1,0.862373447999744
S52,dual,2,cerca,2,7,140,1,2,0.439377749999949
S52,dual,2,cerca,2,8,120,0,3,0.796114642000248
S52,dual,2,cerca,2,9,130,1,4,0.991866932999983
S52,dual,2,cerca,2,10,120,0,5,1.01981959100067
S52,dual,2,cerca,2,11,130,1,6,0.676781549000225
S52,dual,2,cerca,2,12,120,1,0,1.57028109800012
S52,dual,2,cerca,2,13,110,0,7,1.19493389299987
S52,dual,2,cerca,2,14,120,1,8,0.722271038999679
S52,dual,2,cerca,2,15,110,0,9,1.70377888499934
S52,dual,2,cerca,2,16,120,0,0,1.57045519999974
S52,dual,2,cerca,2,17,130,0,0,0.873948759999621
S52,dual,2,cerca,2,18,140,1,10,0.685626420000517
S52,dual,2,cerca,2,19,130,1,0,0.597999990000062
S52,dual,2,cerca,2,20,120,1,0,0.345334997999998
S52,dual,2,cerca,2,21,110,0,11,0.788482698000735
S52,dual,2,cerca,2,22,120,0,0,0.982336940000096
S52,dual,2,cerca,2,23,130,1,12,1.0945342619998
S53,dual,1,cerca,1,1,20,0,0,0.586757054999907
S53,dual,1,cerca,1,2,40,0,0,0.354907361999722
S53,dual,1,cerca,1,3,60,0,0,0.920996987999388
S53,dual,1,cerca,1,4,80,0,0,0.504662399000154
S53,dual,1,cerca,1,5,100,0,0,0.938140360000034
S53,dual,1,cerca,1,6,120,0,0,0.656116178999582
S53,dual,1,cerca,1,7,140,0,0,0.946237936999751
S53,dual,1,cerca,1,8,160,1,1,0.645782169000086
S53,dual,1,cerca,1,9,140,0,2,1.88663318999897
S53,dual,1,cerca,1,10,160,0,0,1.17875814400031
S53,dual,1,cerca,1,11,170,1,3,0.645264298998882
S53,dual,1,cerca,1,12,160,0,4,1.82206175300053
S53,dual,1,cerca,1,13,170,0,0,1.45537173299999
S53,dual,1,cerca,1,14,180,1,5,2.23268667899902
S53,dual,1,cerca,1,15,170,0,6,0.774841598000421
S53,dual,1,cerca,1,16,180,1,7,2.19363463599984
S53,dual,1,cerca,1,17,170,1,0,1.07347155000025
S53,dual,1,cerca,1,18,160,1,0,0.715223211000193
S53,dual,1,cerca,1,19,150,1,0,2.35129287999916
S53,dual,1,cerca,1,20,140,1,0,0.684981775000779
S53,dual,1,cerca,1,21,130,0,8,1.00418854100099
S53,dual,1,cerca,1,22,140,0,0,1.16919951800082
S53,dual,1,cerca,1,23,150,1,9,0.885924134998277
S53,dual,1,cerca,1,24,140,0,10,2.12714650799899
S53,dual,1,cerca,1,25,150,0,0,1.73125731800064
S53,dual,1,cerca,1,26,160,0,0,0.639389466001376
S53,dual,1,cerca,1,27,170,1,11,0.675850067000283
S53,dual,1,cerca,1,28,160,1,0,1.25731259599888
S53,dual,1,cerca,1,29,150,1,0,1.55442208299974
S53,dual,1,cerca,1,30,140,1,0,0.666049147999729
S53,dual,1,cerca,2,1,220,1,0,0.700185980000242
S53,dual,1,cerca,2,2,200,1,0,0.669562741999471
S53,dual,1,cerca,2,3,180,1,0,0.655640672999652
S53,dual,1,cerca,2,4,160,1,0,0.716282555000362
S53,dual,1,cerca,2,5,140,1,0,1.71441033600058
S53,dual,1,cerca,2,6,120,0,1,0.812792628999887
S53,dual,1,cerca,2,7,140,0,0,0.871616333999555
S53,dual,1,cerca,2,8,160,1,2,0.642205317999469
S53,dual,1,cerca,2,9,140,0,3,0.84925514600036
S53,dual,1,cerca,2,10,150,1,4,0.53228892900006
S53,dual,1,cerca,2,11,140,1,0,0.494235921998552
S53,dual,1,cerca,2,12,130,1,0,0.668936137000856
S53,dual,1,cerca,2,13,120,0,5,0.909559403999083
S53,dual,1,cerca,2,14,130,0,0,2.74780164799995
S53,dual,1,cerca,2,15,140,1,6,1.86515272299948
S53,dual,1,cerca,2,16,130,0,7,0.975865645999875
S53,dual,1,cerca,2,17,140,1,8,0.774419000001217
S53,dual,1,cerca,2,18,130,1,0,0.72188886100048
S53,dual,1,cerca,2,19,120,0,9,0.652171341000212
S53,dual,1,cerca,2,20,130,0,0,0.653264693000892
S53,dual,1,cerca,2,21,140,1,10,1.81863967500067
S53,dual,1,cerca,2,22,130,0,11,0.706032088999564
S53,dual,1,cerca,2,23,140,0,0,1.27260475100047
S53,dual,1,cerca,2,24,150,0,0,2.68558848099929
S53,dual,1,cerca,2,25,160,1,12,0.874153781000132
S53,dual,2,lejos,1,1,220,1,0,0.709094303001621
S53,dual,2,lejos,1,2,200,1,0,1.38584174099924
S53,dual,2,lejos,1,3,180,1,0,0.711105374999534
S53,dual,2,lejos,1,4,160,1,0,0.678404615000545
S53,dual,2,lejos,1,5,140,1,0,0.728066379999291
S53,dual,2,lejos,1,6,120,0,1,0.742140718999508
S53,dual,2,lejos,1,7,140,0,0,1.06994946899977
S53,dual,2,lejos,1,8,160,1,2,0.656648969999878
S53,dual,2,lejos,1,9,140,1,0,1.05328756900053
S53,dual,2,lejos,1,10,130,0,3,0.645352349998575
S53,dual,2,lejos,1,11,140,0,0,1.65212068599976
S53,dual,2,lejos,1,12,150,0,0,1.47671855299996
S53,dual,2,lejos,1,13,160,1,4,1.09717533999901
S53,dual,2,lejos,1,14,150,0,5,1.67113725200034
S53,dual,2,lejos,1,15,160,1,6,1.51240030000008
S53,dual,2,lejos,1,16,150,0,7,1.07633875299871
S53,dual,2,lejos,1,17,160,0,0,1.06088869599989
S53,dual,2,lejos,1,18,170,1,8,0.699962345999666
S53,dual,2,lejos,1,19,160,1,0,0.652506817001267
S53,dual,2,lejos,1,20,150,1,0,0.781736416000058
S53,dual,2,lejos,1,21,140,1,0,1.74161018900122
S53,dual,2,lejos,1,22,130,0,9,1.05662709699936
S53,dual,2,lejos,1,23,140,0,0,1.16576490399893
S53,dual,2,lejos,1,24,150,0,0,0.877708037000048
S53,dual,2,lejos,1,25,160,1,10,0.761234878000323
S53,dual,2,lejos,1,26,150,1,0,0.742070452999542
S53,dual,2,lejos,1,27,140,0,11,0.604010637000101
S53,dual,2,lejos,1,28,150,0,0,1.12699251099912
S53,dual,2,lejos,1,29,160,1,12,0.648355949000688
S53,dual,2,lejos,2,1,20,0,0,0.518813636999766
S53,dual,2,lejos,2,2,40,0,0,0.361609988000055
S53,dual,2,lejos,2,3,60,0,0,0.651202148999801
S53,dual,2,lejos,2,4,80,0,0,0.947068252999088
S53,dual,2,lejos,2,5,100,0,0,0.971633663999455
S53,dual,2,lejos,2,6,120,0,0,0.794324532000246
S53,dual,2,lejos,2,7,140,1,1,0.878768044000026
S53,dual,2,lejos,2,8,120,0,2,1.2660125729999
S53,dual,2,lejos,2,9,140,1,3,2.06489642700035
S53,dual,2,lejos,2,10,130,0,4,2.20256522099953
S53,dual,2,lejos,2,11,140,0,0,1.20019809099904
S53,dual,2,lejos,2,12,150,1,5,0.656719908998639
S53,dual,2,lejos,2,13,140,0,6,1.67301940200014
S53,dual,2,lejos,2,14,150,1,7,0.876118203999795
S53,dual,2,lejos,2,15,140,0,8,0.990408319999915
S53,dual,2,lejos,2,16,150,0,0,0.964825788998496
S53,dual,2,lejos,2,17,160,1,9,0.52277080299973
S53,dual,2,lejos,2,18,150,1,0,0.628580692999094
S53,dual,2,lejos,2,19,140,0,10,1.62079834399992
S53,dual,2,lejos,2,20,150,1,11,1.1953199920008
S53,dual,2,lejos,2,21,140,1,0,1.64708332200098
S53,dual,2,lejos,2,22,130,0,12,1.19759025099847
S54,dual,1,lejos,1,1,220,1,0,1.07387071300036
S54,dual,1,lejos,1,2,200,1,0,1.81032679000054
S54,dual,1,lejos,1,3,180,1,0,2.06915849899997
S54,dual,1,lejos,1,4,160,1,0,0.999642850998498
S54,dual,1,lejos,1,5,140,1,0,1.2347855199987
S54,dual,1,lejos,1,6,120,0,1,1.33857869100029
S54,dual,1,lejos,1,7,140,1,2,1.39304329799961
S54,dual,1,lejos,1,8,120,0,3,1.26919279300091
S54,dual,1,lejos,1,9,130,0,0,1.46370924300027
S54,dual,1,lejos,1,10,140,1,4,2.7398215079993
S54,dual,1,lejos,1,11,130,0,5,1.16224083599991
S54,dual,1,lejos,1,12,140,0,0,1.85630146299991
S54,dual,1,lejos,1,13,150,1,6,1.79726682399996
S54,dual,1,lejos,1,14,140,0,7,1.12410122799884
S54,dual,1,lejos,1,15,150,1,8,0.906411967000167
S54,dual,1,lejos,1,16,140,1,0,2.21248302700042
S54,dual,1,lejos,1,17,130,0,9,1.61288089600021
S54,dual,1,lejos,1,18,140,1,10,2.85147600600067
S54,dual,1,lejos,1,19,130,0,11,2.67250840899942
S54,dual,1,lejos,1,20,140,1,12,2.30823327799953
S54,dual,1,lejos,2,1,20,0,0,8.47271803699914
S54,dual,1,lejos,2,2,40,0,0,1.32275416299854
S54,dual,1,lejos,2,3,60,0,0,0.890326101000028
S54,dual,1,lejos,2,4,80,0,0,0.768062811999698
S54,dual,1,lejos,2,5,100,0,0,0.759489056999882
S54,dual,1,lejos,2,6,120,0,0,0.855555489000835
S54,dual,1,lejos,2,7,140,0,0,2.02632748399992
S54,dual,1,lejos,2,8,160,1,1,2.11350336199939
S54,dual,1,lejos,2,9,140,1,0,0.866636638000273
S54,dual,1,lejos,2,10,120,0,2,0.651365312000053
S54,dual,1,lejos,2,11,140,0,0,2.58150177800053
S54,dual,1,lejos,2,12,150,1,3,1.55316440699971
S54,dual,1,lejos,2,13,140,0,4,1.26756777099945
S54,dual,1,lejos,2,14,150,1,5,0.702203472999827
S54,dual,1,lejos,2,15,140,1,0,1.30789917899892
S54,dual,1,lejos,2,16,130,0,6,1.76003788399976
S54,dual,1,lejos,2,17,140,0,0,1.83181720200082
S54,dual,1,lejos,2,18,150,1,7,0.708409066999593
S54,dual,1,lejos,2,19,140,1,0,1.66867529699994
S54,dual,1,lejos,2,20,130,0,8,0.876431248998415
S54,dual,1,lejos,2,21,140,1,9,2.89619955399939
S54,dual,1,lejos,2,22,130,0,10,0.586425960998895
S54,dual,1,lejos,2,23,140,0,0,1.12627154199981
S54,dual,1,lejos,2,24,150,1,11,0.89786905300025
S54,dual,1,lejos,2,25,140,0,12,0.575588690999211
S54,dual,2,cerca,1,1,20,0,0,0.812360963998799
S54,dual,2,cerca,1,2,40,0,0,0.526220960999126
S54,dual,2,cerca,1,3,60,0,0,1.1627996920015
S54,dual,2,cerca,1,4,80,0,0,1.08191511000041
S54,dual,2,cerca,1,5,100,0,0,1.53657941600068
S54,dual,2,cerca,1,6,120,0,0,0.971619938000003
S54,dual,2,cerca,1,7,140,1,1,0.895173590000923
S54,dual,2,cerca,1,8,120,0,2,0.698474978000377
S54,dual,2,cerca,1,9,140,1,3,0.99960593600008
S54,dual,2,cerca,1,10,130,0,4,1.98082747599983
S54,dual,2,cerca,1,11,140,1,5,1.76274662000105
S54,dual,2,cerca,1,12,130,1,0,3.42515814599938
S54,dual,2,cerca,1,13,120,0,6,0.86925148499904
S54,dual,2,cerca,1,14,130,0,0,2.89374513000075
S54,dual,2,cerca,1,15,140,1,7,2.24978750599985
S54,dual,2,cerca,1,16,130,0,8,0.964988350000567
S54,dual,2,cerca,1,17,140,1,9,1.30413054900055
S54,dual,2,cerca,1,18,130,1,0,0.932443261001026
S54,dual,2,cerca,1,19,120,1,0,2.30092921600044
S54,dual,2,cerca,1,20,110,0,10,0.961595083999782
S54,dual,2,cerca,1,21,120,0,0,1.55996422099997
S54,dual,2,cerca,1,22,130,1,11,0.612732736999533
S54,dual,2,cerca,1,23,120,0,12,2.13500503599971
S54,dual,2,cerca,2,1,220,1,0,1.32763008999973
S54,dual,2,cerca,2,2,200,1,0,0.703412292001303
S54,dual,2,cerca,2,3,180,1,0,0.810770647000027
S54,dual,2,cerca,2,4,160,1,0,0.73787419799919
S54,dual,2,cerca,2,5,140,1,0,2.32214565499999
S54,dual,2,cerca,2,6,120,0,1,0.762939775000632
S54,dual,2,cerca,2,7,140,1,2,0.722610872000587
S54,dual,2,cerca,2,8,120,0,3,1.44096408099904
S54,dual,2,cerca,2,9,130,1,4,1.0450682970004
S54,dual,2,cerca,2,10,120,0,5,0.901954117998685
S54,dual,2,cerca,2,11,130,0,0,2.19949962999999
S54,dual,2,cerca,2,12,140,1,6,1.20516399499866
S54,dual,2,cerca,2,13,130,1,0,3.46069423100016
S54,dual,2,cerca,2,14,120,0,7,0.597225557999991
S54,dual,2,cerca,2,15,130,0,0,1.9863352680004
S54,dual,2,cerca,2,16,140,1,8,1.19208390099993
S54,dual,2,cerca,2,17,130,1,0,2.18716543000119
S54,dual,2,cerca,2,18,120,1,0,3.37935797600039
S54,dual,2,cerca,2,19,110,0,9,0.686048670999298
S54,dual,2,cerca,2,20,120,0,0,0.746785839999575
S54,dual,2,cerca,2,21,130,0,0,1.15387532400018
S54,dual,2,cerca,2,22,140,1,10,1.8996813470003
S54,dual,2,cerca,2,23,130,1,0,1.21496446399942
S54,dual,2,cerca,2,24,120,1,0,1.30811252700005
S54,dual,2,cerca,2,25,110,0,11,0.672089343999687
S54,dual,2,cerca,2,26,120,0,0,0.905040188999919
S54,dual,2,cerca,2,27,130,1,12,3.14273672399941
S55,dual,1,cerca,1,1,20,0,0,2.92621879199942
S55,dual,1,cerca,1,2,40,0,0,1.54568483299954
S55,dual,1,cerca,1,3,60,0,0,0.829607586001657
S55,dual,1,cerca,1,4,80,0,0,0.776292810001905
S55,dual,1,cerca,1,5,100,0,0,1.05009095499918
S55,dual,1,cerca,1,6,120,0,0,1.06874552199952
S55,dual,1,cerca,1,7,140,0,0,2.44102563900015
S55,dual,1,cerca,1,8,160,1,1,1.26124708000134
S55,dual,1,cerca,1,9,140,0,2,0.69472197900177
S55,dual,1,cerca,1,10,160,1,3,0.72036740600015
S55,dual,1,cerca,1,11,150,0,4,0.908328342997265
S55,dual,1,cerca,1,12,160,1,5,1.14343388999987
S55,dual,1,cerca,1,13,150,0,6,1.14301923900348
S55,dual,1,cerca,1,14,160,0,0,0.809778555001685
S55,dual,1,cerca,1,15,170,1,7,1.0261128279999
S55,dual,1,cerca,1,16,160,1,0,1.13416152399805
S55,dual,1,cerca,1,17,150,0,8,0.881835672000307
S55,dual,1,cerca,1,18,160,1,9,0.736626799000078
S55,dual,1,cerca,1,19,150,1,0,1.67307250599697
S55,dual,1,cerca,1,20,140,0,10,1.03096633500172
S55,dual,1,cerca,1,21,150,0,0,0.824679905999801
S55,dual,1,cerca,1,22,160,1,11,1.00997699999789
S55,dual,1,cerca,1,23,150,0,12,0.752056203000393
S55,dual,1,cerca,2,1,220,1,0,1.18287652599975
S55,dual,1,cerca,2,2,200,1,0,0.879885570000624
S55,dual,1,cerca,2,3,180,1,0,1.13420252500146
S55,dual,1,cerca,2,4,160,1,0,1.09715997999956
S55,dual,1,cerca,2,5,140,0,1,1.11847461599973
S55,dual,1,cerca,2,6,160,1,2,1.09223887400003
S55,dual,1,cerca,2,7,140,0,3,0.87241063500187
S55,dual,1,cerca,2,8,150,0,0,0.941512278001028
S55,dual,1,cerca,2,9,160,0,0,1.29573564800012
S55,dual,1,cerca,2,10,170,1,4,1.19397786899935
S55,dual,1,cerca,2,11,160,1,0,1.48333719599759
S55,dual,1,cerca,2,12,150,0,5,0.671617063999292
S55,dual,1,cerca,2,13,160,0,0,0.534653032998904
S55,dual,1,cerca,2,14,170,1,6,0.707904573999258
S55,dual,1,cerca,2,15,160,1,0,1.23499462700056
S55,dual,1,cerca,2,16,150,0,7,0.993969246002962
S55,dual,1,cerca,2,17,160,0,0,1.45169872999759
S55,dual,1,cerca,2,18,170,1,8,0.838454562999686
S55,dual,1,cerca,2,19,160,0,9,1.28731524500108
S55,dual,1,cerca,2,20,170,1,10,0.799621573998593
S55,dual,1,cerca,2,21,160,0,11,0.903064657999494
S55,dual,1,cerca,2,22,170,1,12,0.947038988000713
S55,dual,2,lejos,1,1,220,1,0,1.05672118899747
S55,dual,2,lejos,1,2,200,1,0,0.751063006999175
S55,dual,2,lejos,1,3,180,1,0,0.933588347998011
S55,dual,2,lejos,1,4,160,1,0,1.11728120800035
S55,dual,2,lejos,1,5,140,0,1,0.987238719000743
S55,dual,2,lejos,1,6,160,1,2,1.14178213800187
S55,dual,2,lejos,1,7,140,1,0,0.890913308998279
S55,dual,2,lejos,1,8,130,0,3,1.33982443100103
S55,dual,2,lejos,1,9,140,0,0,0.850091162999888
S55,dual,2,lejos,1,10,150,1,4,1.92244218400083
S55,dual,2,lejos,1,11,140,1,0,2.08143318400107
S55,dual,2,lejos,1,12,130,0,5,1.19798573699882
S55,dual,2,lejos,1,13,140,1,6,1.14435746099844
S55,dual,2,lejos,1,14,130,0,7,0.927532549001626
S55,dual,2,lejos,1,15,140,1,8,1.41690808699786
S55,dual,2,lejos,1,16,130,0,9,1.49054541200167
S55,dual,2,lejos,1,17,140,0,0,0.869507193998288
S55,dual,2,lejos,1,18,150,0,0,1.30517626099754
S55,dual,2,lejos,1,19,160,1,10,0.814284350999515
S55,dual,2,lejos,1,20,150,1,0,1.59864073100107
S55,dual,2,lejos,1,21,140,0,11,1.24576432200047
S55,dual,2,lejos,1,22,150,1,12,1.67235860899746
S55,dual,2,lejos,2,1,20,0,0,0.648578397001984
S55,dual,2,lejos,2,2,40,0,0,0.575148913001613
S55,dual,2,lejos,2,3,60,0,0,0.838147800997831
S55,dual,2,lejos,2,4,80,0,0,0.53516232399852
S55,dual,2,lejos,2,5,100,0,0,1.16075980700043
S55,dual,2,lejos,2,6,120,0,0,0.846887208001135
S55,dual,2,lejos,2,7,140,0,0,1.22490996800116
S55,dual,2,lejos,2,8,160,1,1,0.987678502999188
S55,dual,2,lejos,2,9,140,1,0,1.3893714980004
