Subject,Target,Distance,Trial,Response,RT
S02,5,80.2149426987335,48,0,0.699179856999763
S02,8,121.681025776038,49,1,0.714222400000835
S02,8,121.681025776038,50,1,0.920806572000402
S02,7,105.901066548623,51,1,1.34994135300076
S02,9,139.812303279409,52,1,0.742063128000154
S02,10,160.645261030852,53,1,0.729604524000024
S02,6,92.1674996131094,54,0,0.634639376999985
S02,2,52.8795429782462,55,0,0.629920067999592
S02,4,69.8124291010485,56,0,0.691971630999433
S02,1,46.0219657443318,57,0,0.791703167999913
S02,10,160.645261030852,58,1,0.717694729999494
S02,2,52.8795429782462,59,0,0.586715757000093
S02,8,121.681025776038,60,1,0.68461175199991
S02,1,46.0219657443318,61,0,0.71961127800023
S02,5,80.2149426987335,62,0,1.00159355899996
S02,2,52.8795429782462,63,0,0.682603494999967
S02,1,46.0219657443318,64,0,0.528058535999662
S02,6,92.1674996131094,65,0,0.763362350999159
S03,5,80.2149426987335,1,0,1.74888256200029
S03,2,52.8795429782462,2,0,0.659609120999448
S03,3,60.7589445683897,3,0,0.689446799000507
S03,8,121.681025776038,4,1,1.84597273700092
S03,9,139.812303279409,5,1,0.616718543000388
S03,3,60.7589445683897,6,0,0.765982954000719
S03,6,92.1674996131094,7,1,0.473523247999765
S03,4,69.8124291010485,8,1,1.16649644799872
S03,4,69.8124291010485,9,0,1.25931820499864
S03,10,160.645261030852,10,1,0.62176017999991
S03,4,69.8124291010485,11,1,1.09223293600007
S03,1,46.0219657443318,12,0,0.501067245999366
S03,8,121.681025776038,13,1,0.55319434500052
S03,1,46.0219657443318,14,0,0.701306450000629
S03,1,46.0219657443318,15,0,0.54635426599998
S03,5,80.2149426987335,16,0,1.22615942199991
S03,3,60.7589445683897,17,0,0.556240563999381
S03,3,60.7589445683897,18,0,0.70831884799918
S03,4,69.8124291010485,19,0,0.684095807999256
S03,5,80.2149426987335,20,0,0.729911441998411
S03,5,80.2149426987335,21,0,1.25451601199893
S03,4,69.8124291010485,22,0,0.959196842000893
S03,3,60.7589445683897,23,0,0.754182893000689
S03,1,46.0219657443318,24,0,0.637596689999555
S03,9,139.812303279409,25,1,0.62797326799955
S03,7,105.901066548623,26,1,0.482589057999576
S03,6,92.1674996131094,27,1,0.427725155001099
S03,2,52.8795429782462,28,0,0.810563725000975
S03,6,92.1674996131094,29,1,0.542345739000666
S03,6,92.1674996131094,30,1,0.630509116001122
S03,3,60.7589445683897,31,0,0.852463142999113
S03,7,105.901066548623,32,1,0.51284140000098
S03,5,80.2149426987335,33,1,0.824298176001321
S03,10,160.645261030852,34,1,0.493540301000394
S03,5,80.2149426987335,35,0,1.15655193099883
S03,8,121.681025776038,36,1,0.376990376000322
S03,8,121.681025776038,37,1,0.48434436199932
S03,4,69.8124291010485,38,0,0.867744155000764
S03,8,121.681025776038,39,1,0.348838865000289
S03,6,92.1674996131094,40,1,0.73434774999987
S03,7,105.901066548623,41,1,0.585399542000232
S03,7,105.901066548623,42,1,0.446163492000778
S03,8,121.681025776038,43,0,1.76509424200049
S03,5,80.2149426987335,44,0,0.996871831001044
S03,6,92.1674996131094,45,1,1.05285187799927
